,label,text
2899,1,"Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore."
2901,0,The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.
2902,1,We've won twice as many states. We've won a greater share of the popular vote.
2903,0,"Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care."
2905,0,"Since 1965, the United States has spent untold trillions yet the poverty rate hasnt budged."
2907,0,New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade.
2908,1,Says he and Mitt Romney always said that we agree with the 2014 deadline for leaving Afghanistan.
2909,1,Says he said last year theres absolutely no reason for Texas to secede.
2914,1,A million people a year come into the U.S. legally. No other country even comes close to that figure.
2916,0,"The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State."
2917,0,Said Planned Parenthoods early objective was to help kill black babies before they came into the world.
2919,1,"When the Republicans were in charge, they actually expanded government health care with the prescription drug program."
2921,1,"In 1790, the first Congress, which was packed with framers, required all ship owners to provide medical insurance for seamen; in 1798, Congress also required seamen to buy hospital insurance for themselves. In 1792, Congress enacted a law mandating that all able-bodied citizens obtain a firearm."
2923,0,On the Trans-Pacific Partnership.
2925,0,"Says that when Congressman (Steve) Cohen took office in 2007, the unemployment rate was at 4.8 percent. The unemployment rate in Shelby County has reached 9.7 percent."
2928,1,"In Florida, when Jeb Bush was governor, state authorities conducted a deeply flawed purge of voters before the presidential election in 2000 and in2004 a plan to purge even more voters was headed off."
2929,0,Says that Sen. Sherrod Brown is out there egging on a lot of these protesters who are spitting on policemen and going to the bathroom on policemens cars at these protests on Wall Street and other places.
2931,0,Says Chuck Hagels nomination as defense secretary has been publicly celebrated by the Iranian government.
2932,1,The Koch brothers are one of the biggest polluters in the country.
2933,0,Says Texas is the only state that exempts jet fuel from its state motor fuels tax.
2934,1,Says the Austin City Council may give $4 million a year to subsidize a race track.
2935,1,Says A baby in Coos County is two times as likely to be born to a mother who is someone who used tobacco during her pregnancy as is the average baby born in Oregon or the U.S.
2938,1,"From a standpoint of the county government, neither school system has received an increase in funding over the past six years."
2939,0,On reconciliation
2940,1,Every new Republican member of the U.S. Senate said they will vote to repeal and replace Obamacare.
2941,0,Virginias current unemployment rate is the lowest in Virginia history.
2942,1,Austin mayoral candidate Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.
2943,0,"In Providence, R.I., its illegal to sell toothpaste and a toothbrush to the same customer on a Sunday."
2944,1,Trenton politicians cut $1.3 billion from education.
2945,1,The United States gives $8 million a day to Israel and gives that country a blank check.
2946,0,"A new Colorado law literally allows residents to print ballots from their home computers, then encourages them to turn ballots over to collectors."
2947,1,"Georgia has lost more than 124,000 jobs and the unemployment rate has increased since the stimulus passed"
2949,0,"During the Eisenhower Administration, not a single soldier died in combat."
2950,1,There is no planned air-conditioned restaurant out on the Lens.
2951,1,On the Keystone XL pipeline
2952,1,80 percent of North Carolinians are for the living wage
2953,0,"California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, Give me your guns, Im rounding em up, she would."
2954,0,Says he has supported George Bush more than I have Barack Obama.
2955,1,"The average fast food worker is 29, and most fast food workers are on some form of public assistance."
2957,0,"By 2015, we will be sending so much interest to China that we will be paying for the entire Peoples Liberation Army."
2958,0,Not even Tim Kaine is willing to say he trusts Hillary Clinton.
2959,1,"At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls."
2960,0,Says the U.S. Senate has passed a budget over the last three years called the Budget Control Act.
2961,0,Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.
2962,1,"Huckabee ""was one of the highest taxing governors that we had in this country and rivaling Bill Clinton in terms of the Cato ratings."""
2963,1,Interior deportations under Obama were down 40 percent and at a nine-year low.
2965,1,Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market.
2967,0,"Obama would ""experiment with socialism."""
2969,0,The Islamic State just built a hotel in Syria.
2971,1,"An April study found that about 70 percent of ads in this election cycle have been negative [due to SuperPACs], up from only 9 percent through the same period in 2008."
2972,0,Justice John Roberts Signed Off On Obamas Arrest For Treason.
2975,1,The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.
2976,1,The federal government has 77 different means-tested social welfare programs.
2979,1,Weve cut the deficit by two-thirds.
2980,1,Says President Obama has never made a statement ... that he wanted a residual force left (in Iraq).
2981,1,I have returned money every year since taking office.
2982,1,"In the last 15 years, weve witnessed a dramatic expansion in the jailing of immigrants, from about 70,000 people detained annually to about 400,000."
2983,0,Says Maryellen OShaughnessy accepted campaign cash from indicted politician Jimmy Dimora.
2984,1,"Palin ""fired Wasilla's Police Chief because he 'intimidated' her."""
2989,1,"You know, the approval rating of Congress is down to 13 percent."
2992,1,"In Oregon, students are skipping math class to learn about the Bible."
